WKC,GMN,Wijknaam,YEAR,AGE_MEAN,Person_in_Household_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN,AGE_SD,Person_in_Household_SD,Income_SD,Moving_Count_SD,Lifeevents_Count_SD,UniqueMed_Count_SD,ZVWKOSTENTOTAAL_SD,ZVWKHUISARTS_SD,ZVWKHUISARTS_NO_REG_SD,ZVWKZIEKENHUIS_SD,ZVWKFARMACIE_SD,ZVWKOSTENPSYCHO_SD
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2009,41.0053541731025,2.43388429752066,0.0,1.03094501309212,2.81473829201102,3.90622583139985,2203.142741861184,115.99966416152867,63.47585316593089,1276.651694670994,356.80078629840784,179.07778704785434,23.0660178417312,4.37689207293177,0.0,0.182548419105574,1.45909069040222,3.40746446271054,7332.692117682443,105.71401797369327,102.00889939641131,5993.744132803012,1717.9843005643875,1967.8989153852344
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2010,41.0862511640416,2.36647314949202,0.0,1.03342117872544,2.80478955007257,3.96945831732616,2331.8980902725343,116.80540808954107,54.944316965038915,1289.055075887261,354.44669831821943,327.2594131705932,23.1683338930615,1.50930112299022,0.0,0.187572274680393,1.60092722429014,3.45899942422691,8384.859146395425,94.658403690547,88.37552017530214,5341.905588447641,1586.380575037253,5486.065164204838
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2011,40.9351956636365,2.43177769861062,35102.5168756027,1.03270182213105,2.89668685429284,3.96912114014252,2295.034836485362,123.62098129117598,57.94698086848441,1293.6675057540504,326.6363133209288,296.50486666368596,23.0223628852237,1.51291487353723,34909.7784875405,0.188409570693867,1.90303422686483,3.45262885211684,7817.777405987441,89.51655199112773,81.92775092327129,5662.986953937485,1440.2797161250949,4267.193550905181
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2012,41.2356307713001,2.38300988648847,35056.4819195215,1.03345724907063,2.95606005126327,3.93512348098785,2257.997522272661,117.85259172019032,58.18536945026222,1397.6658221630187,289.4251030388486,217.30280133437287,23.2597603495539,1.45800451452356,30823.0115404446,0.190209333972616,2.0679595866627,3.47138090246058,7155.219175187808,97.07576949573013,89.40388922604849,5780.325586363649,1520.9915707801479,2814.6407714094594
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2013,41.2225086026762,2.38713156002876,34966.7007777323,1.03013928914505,2.79331416247304,3.90707350901526,2277.742785167148,117.2043434247636,57.148049001807024,1409.0149126528595,249.32946506818413,196.8974781698963,23.3306539191657,1.46148679669152,31215.7354923644,0.177865815039181,1.52624830493648,3.47351160823371,7902.221276118138,92.47392142363053,85.21053329647697,6610.737570303258,1015.1844770584916,2606.4706878482016
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2014,41.0858483394133,2.39992864787727,37574.7002291414,1.02997145575642,2.84052800570817,3.94937710104805,2258.3194114459816,122.38519958461168,60.33462688965902,1450.1642361586564,245.11864068562298,156.28381824627826,23.3147529200067,1.43210361558967,35278.5462950159,0.177357254466326,1.62946153778582,3.49273207125483,8069.860529953766,95.94465903879654,88.84515880838154,6902.669074472771,978.3238858523024,1902.3424006361854
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2015,41.4201755230406,2.32535003684598,36670.1819630761,1.02645691812656,2.76750184229919,3.8732422261834,2368.0030504334004,125.90060139711768,61.916022210783694,1332.6128588481497,247.93391184931198,201.00195521130422,23.4312087258956,1.37479226959673,38003.8010998334,0.167049186684221,1.4553552318591,3.40232962467659,7833.854092788936,98.87812125495974,91.8409627126023,5826.364520352452,1286.676935642751,2789.096751184514
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2016,41.4261766253351,2.71240471240471,38286.7158297087,1.02531202612854,2.94213444213444,3.90185004868549,2440.7808763134385,131.89627567485817,66.94769481013007,1391.9448200161387,278.8783774356728,174.1552863904946,23.4787414752525,14.079931462425,34434.6940804029,0.162913313826682,1.92343356797453,3.44726345470813,7949.536049727285,112.31053647220384,105.32744767988339,5578.1908510321455,1883.8040480716236,2659.9958453243785
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2017,41.5763466901525,2.46992753623188,39306.3190001295,1.02078736499826,2.94094202898551,3.92888015717092,2465.886533155657,135.59646805530826,70.1153629726101,1378.788699762168,259.866591568953,190.7733122006499,23.5501113241016,2.53439578794828,38413.5968223487,0.147483364547568,1.70147725410048,3.54324419281021,8236.53027471113,127.62885112625989,121.91258636201387,6246.790960472866,1243.3703837548492,2220.1551517476796
WK051801,Gemeente 's-Gravenhage, Wijk 01 Oostduinen,2018,41.7639954837489,2.40118650352243,39804.3066013409,1.0154238664038,2.88209121245829,4.02404032570764,2711.245076582839,148.56050944445775,82.87929055823636,1537.5653947686906,249.6314319724515,244.84781209207185,23.5434441238817,1.45020158774554,38952.4812265346,0.133189129469347,1.62127283192397,3.63084781371337,9262.414853141985,151.97304503638267,145.73308061746732,7011.830428761144,983.3369500740474,3347.9358382166934
