wijkcode,wijknaam,gemnr,gemnaam,Totale bevolking,Bevolking 19 jaar en ouder,Bevolking 65 jaar en ouder,% eenzaam*,% ernstig eenzaam*,% sociaal eenzaam*,% emotioneel eenzaam*,% 75 jaar en ouder,% eenpersoons huishoudens,% verweduwd,% niet-westers allochtonen,% met beperking*,% met langdurige aandoening*,% met voldoende regie over het eigen leven*,% met goede ervaren gezondheid*
WK058503,Wijk 03 Maasdam,585,Binnenmaas,3255,2606,291,37,6,38,24,,25,6,3,12,31,91,79
WK058504,Wijk 04 Puttershoek,585,Binnenmaas,6920,5501,723,40,8,41,28,,29,6,3,15,34,89,76
WK058505,Wijk 05 's-Gravendeel,585,Binnenmaas,8655,6965,753,40,8,41,27,,29,6,3,14,32,90,78
WK058800,Wijk 00 Nieuw-Beijerland,588,Korendijk,3800,2746,291,38,7,39,25,,24,4,2,12,31,91,80
WK058801,Wijk 01 Piershil,588,Korendijk,1635,1339,184,37,7,39,26,,26,8,2,17,34,88,75
WK058802,Wijk 02 Goudswaard,588,Korendijk,1970,1555,104,38,7,40,24,,21,4,2,13,33,90,78
WK058803,Wijk 03 Zuid-Beijerland,588,Korendijk,3415,2821,316,40,7,42,25,,29,5,2,14,33,89,78
WK058901,Hekendorp,589,Oudewater,730,509,32,39,5,41,24,,20,3,1,10,28,91,82
WK058902,Oudewater,589,Oudewater,8105,6426,758,40,8,40,27,,33,7,4,13,31,90,79
WK058903,Papekop,589,Oudewater,380,300,22,37,5,39,23,,20,5,1,11,28,92,83
WK058904,Snelrewaard,589,Oudewater,825,615,55,34,5,36,21,,18,4,1,9,26,93,85
WK059000,Wijk 00 Papendrecht,590,Papendrecht,32245,25141,2876,43,9,44,28,,30,5,9,14,33,90,77
WK059701,Centrum,597,Ridderkerk,4105,3407,265,49,14,49,35,,48,6,16,17,36,87,72
WK059702,West,597,Ridderkerk,3420,2954,901,47,11,47,33,,41,14,11,24,43,84,67
WK059703,Oost,597,Ridderkerk,6120,4820,733,46,11,47,31,,36,7,13,18,37,88,73
WK059704,Drievliet,597,Ridderkerk,8160,6697,825,42,9,45,28,,27,8,6,17,37,88,74
WK059705,Het Zand,597,Ridderkerk,3090,2513,307,38,7,41,24,,21,5,5,12,32,91,80
WK059706,Slikkerveer,597,Ridderkerk,8750,6839,691,42,9,43,28,,32,5,7,13,33,90,78
WK059707,Bolnes,597,Ridderkerk,7650,6399,1012,46,11,47,31,,35,7,13,18,39,88,72
WK059708,Rijsoord,597,Ridderkerk,3045,2372,256,36,7,39,23,,25,6,3,11,31,92,81
WK059709,Oostendam,597,Ridderkerk,585,466,51,37,7,40,24,,22,4,2,11,30,91,81
WK059710,Donkersloot,597,Ridderkerk,135,,107,44,9,45,29,,48,6,9,10,28,92,82
WK059711,Verenambacht,597,Ridderkerk,0,,,,,,,,,,,,,,
WK059712,Cornelisland,597,Ridderkerk,20,,16,36,5,41,19,,,,,8,28,94,86
WK059901,Rotterdam Centrum,599,Rotterdam,32925,29442,1586,50,14,50,38,,62,3,37,16,32,88,73
WK059903,Delfshaven,599,Rotterdam,75445,59142,2503,56,17,55,43,,52,2,57,23,37,83,64
WK059904,Overschie,599,Rotterdam,17110,13523,1266,47,12,47,34,,41,5,27,18,36,87,71
WK059905,Noord,599,Rotterdam,51690,42617,2185,50,14,50,38,,56,3,38,19,35,87,70
WK059906,Hillegersberg-Schiebroek,599,Rotterdam,43580,32947,4083,44,11,45,31,,42,6,17,17,36,89,73
WK059908,Kralingen-Crooswijk,599,Rotterdam,53165,43864,3244,52,15,51,39,,58,4,37,19,35,86,70
WK059910,Feijenoord,599,Rotterdam,73490,56737,3530,59,19,57,45,,46,4,58,28,41,81,60
WK059912,IJsselmonde,599,Rotterdam,59630,46621,5690,54,16,52,40,,43,6,38,23,40,84,65
WK059913,Pernis,599,Rotterdam,4785,3811,430,44,9,43,31,,33,6,9,15,36,88,75
WK059914,Prins Alexander,599,Rotterdam,94600,74974,9501,48,12,48,35,,42,6,24,20,39,87,70
WK059915,Charlois,599,Rotterdam,66180,51823,4053,58,18,56,45,,49,4,47,24,39,82,63
WK059916,Hoogvliet,599,Rotterdam,34240,27501,3384,49,12,49,35,,37,7,26,20,39,86,69
WK059917,Hoek van Holland,599,Rotterdam,10155,8202,998,42,9,44,29,,34,6,5,14,37,90,76
WK059918,Spaanse Polder,599,Rotterdam,95,,92,44,9,44,31,,44,7,8,14,34,89,76
WK059919,Nieuw Mathenesse,599,Rotterdam,15,,16,68,26,64,54,,83,,,26,45,79,57
WK059921,Waalhaven-Eemhaven,599,Rotterdam,30,,28,54,12,53,41,,63,,,17,38,85,68
WK059922,Vondelingenplaat,599,Rotterdam,0,,,,,,,,,,,,,,
WK059923,Botlek-Europoort-Maasvlakte,599,Rotterdam,5,,,,,,,,,,,,,,
WK059924,Rotterdam-Noord-West,599,Rotterdam,10,,13,52,14,45,44,,100,,,6,24,93,84
WK059925,Rivium,599,Rotterdam,0,,,,,,,,,,,,,,
WK059926,Bedrijventerrein Schieveen,599,Rotterdam,0,,,,,,,,,,,,,,
WK059927,Rozenburg,599,Rotterdam,12420,9860,1059,44,10,45,30,,34,6,10,14,37,89,75
WK060301,Wijk 01,603,Rijswijk,4660,3495,213,41,8,43,27,,33,3,10,9,33,93,81
WK060302,Wijk 02,603,Rijswijk,10315,8471,990,49,12,48,35,,48,6,12,18,38,88,72
WK060303,Wijk 03,603,Rijswijk,6035,5049,677,52,13,50,37,,50,7,18,19,39,88,71
WK060304,Wijk 04,603,Rijswijk,4380,3792,715,56,15,54,41,,56,9,23,23,42,86,65
WK060305,Wijk 05,603,Rijswijk,8230,6854,1101,48,11,49,34,,38,8,16,19,40,87,70
WK060306,Wijk 06,603,Rijswijk,8595,7509,1274,47,11,48,33,,35,8,20,20,41,87,69
WK060307,Wijk 07,603,Rijswijk,4120,3354,520,55,15,54,40,,47,7,31,22,42,85,65
WK060308,Wijk 08,603,Rijswijk,1275,1221,61,47,10,46,33,,41,3,18,9,30,92,81
WK060309,Wijk 09,603,Rijswijk,1695,1414,94,43,9,44,28,,32,3,13,12,34,92,79
WK060600,Wijk 00 Centrum,606,Schiedam,2005,1656,41,53,15,51,39,,52,2,27,17,37,87,69
WK060601,Wijk 01 Oost,606,Schiedam,11370,8923,434,55,16,53,42,,48,3,36,19,36,86,68
WK060602,Wijk 02 Tussen Havens en Grachten,606,Schiedam,2550,2193,113,48,12,48,34,,48,4,16,14,36,90,74
WK060603,Wijk 03 West,606,Schiedam,12085,9703,1024,50,12,48,35,,41,7,20,18,38,87,70
WK060604,Wijk 04 Zuid,606,Schiedam,6060,5045,423,50,13,49,36,,42,6,19,18,40,86,69
WK060605,Wijk 05 Nieuw Mathenesse,606,Schiedam,15,,14,45,8,45,29,,,,,14,34,90,75
WK060606,Wijk 06 Nieuwland,606,Schiedam,14210,11112,1117,59,18,56,44,,44,5,56,26,41,82,61
WK060607,Wijk 07 Groenoord en Kethel,606,Schiedam,12765,10123,1717,52,13,50,38,,40,8,26,23,41,85,66
WK060608,Wijk 08 Industriegebied ten noorden van Rijksweg 20,606,Schiedam,330,266,18,42,9,44,29,,35,3,7,12,31,91,79
WK060609,Wijk 09 Woudhoek/Spaland /Sveaparken,606,Schiedam,15700,12390,938,42,8,42,28,,26,5,11,13,35,91,77
WK061001,Wijk 01 Sliedrecht-West,610,Sliedrecht,5685,4259,216,40,9,41,29,,23,3,7,14,30,87,78
WK061002,Wijk 02 Sliedrecht-Centrum,610,Sliedrecht,10000,7904,1022,42,11,43,30,,36,6,9,17,32,87,74
WK061003,Wijk 03 Sliedrecht-Oost,610,Sliedrecht,9070,6896,1013,42,10,43,29,,32,7,9,17,32,88,75
WK061004,Wijk 04 Sliedrecht-Noord,610,Sliedrecht,210,,161,37,8,40,25,,24,3,2,11,28,91,82
WK061100,Wijk 00 Numansdorp,611,Cromstrijen,8735,6975,794,40,7,42,26,,27,6,3,13,33,90,79
WK061101,Wijk 01 Klaaswaal,611,Cromstrijen,4015,3212,283,37,7,38,24,,26,5,2,12,32,91,80
WK061301,Wijk 01 Poortugaal-Noord,613,Albrandswaard,2680,2049,79,38,7,40,24,,19,2,9,9,31,93,82
WK061302,Wijk 02 Rhoon-Noord,613,Albrandswaard,1875,1554,98,41,8,43,27,,29,3,7,12,33,91,79
WK061303,Wijk 03 Poortugaal-Zuid,613,Albrandswaard,7020,5542,501,42,9,43,29,,24,5,10,15,36,87,75
WK061304,Wijk 04 Rhoon-Zuid,613,Albrandswaard,5760,4757,739,41,8,42,28,,34,8,7,15,35,89,77
WK061305,Wijk 05 Buitengebied Albrandswaard,613,Albrandswaard,240,205,16,35,6,38,22,,21,5,2,10,30,92,83
WK061306,Wijk 06 Portland,613,Albrandswaard,7390,5047,204,39,8,41,27,,20,2,20,11,30,91,80
WK061307,Wijk 07 Rotterdam-Albrandswaard,613,Albrandswaard,0,,,,,,,,,,,,,,
WK061400,Wijk 00 Rockanje,614,Westvoorne,6205,5106,682,40,8,42,26,,33,8,3,13,36,90,77
WK061401,Wijk 01 Oostvoorne,614,Westvoorne,7985,6495,958,39,7,41,26,,30,7,4,13,35,91,78
WK061700,Wijk 00 Strijen en buitengebied,617,Strijen,8765,7130,728,39,7,40,26,,27,5,3,13,32,90,78
WK062000,Wijk 00 Vianen,620,Vianen,16045,12582,1305,44,9,46,30,,29,6,11,15,35,89,75
WK062001,Wijk 01 Hagestein,620,Vianen,1460,1140,114,36,5,38,23,,20,4,2,11,29,92,80
WK062002,Wijk 02 Everdingen,620,Vianen,2000,1571,132,37,5,38,23,,20,4,2,12,30,92,79
WK062201,Wijk 01 Centrum,622,Vlaardingen,15320,12209,977,49,13,49,36,,43,5,19,18,38,87,70
WK062202,Wijk 02 Westwijk,622,Vlaardingen,12685,9756,1001,52,14,51,38,,43,5,30,19,38,86,70
WK062203,Wijk 03 Vettenoordse Polder,622,Vlaardingen,905,882,309,53,13,52,38,,62,19,5,30,51,81,58
WK062204,Wijk 04 Oostwijk,622,Vlaardingen,6890,5491,293,47,12,47,33,,43,4,17,15,37,88,73
WK062205,Wijk 05 Vlaardinger Ambacht,622,Vlaardingen,12365,9607,817,45,11,46,32,,31,4,20,16,36,88,73
WK062206,Wijk 06 Holy-Zuid,622,Vlaardingen,10205,8511,2147,52,13,50,38,,45,12,19,26,44,82,63
WK062207,Wijk 07 Holy-Noord,622,Vlaardingen,13405,10742,1328,45,10,45,31,,32,6,12,17,39,89,73
WK062208,Wijk 08 Broekpolder,622,Vlaardingen,15,,,,,,,,,,,,,,
WK062600,Wijk 00,626,Voorschoten,25210,19482,2662,41,9,42,28,,32,6,8,14,36,89,78
WK062701,Wijk 01,627,Waddinxveen,7440,5831,948,44,10,44,31,,34,7,9,20,39,87,74
WK062702,Wijk 02,627,Waddinxveen,7630,6027,350,38,7,40,25,,23,3,4,12,33,90,81
WK062703,Wijk 03,627,Waddinxveen,5670,4347,578,44,11,44,32,,34,6,13,18,36,88,76
WK062704,Wijk 04,627,Waddinxveen,5325,4337,337,41,8,42,27,,27,4,7,13,34,89,79
WK062900,Wijk 00 Zuidwestelijk deel der gemeente,629,Wassenaar,6675,5089,979,38,6,41,23,,33,7,10,13,33,92,81
WK062901,Wijk 01 Noordoostelijk deel der gemeente,629,Wassenaar,19205,14902,2287,44,10,45,30,,36,6,10,16,37,90,76
WK063201,Wijk 01 Woerden-Midden,632,Woerden,17865,14323,1905,43,9,43,30,,36,6,10,17,36,90,75
WK063202,Wijk 02 Woerden-West,632,Woerden,9525,7121,311,41,9,41,29,,31,3,10,13,32,92,79
WK063203,Wijk 03 Woerden-Oost,632,Woerden,8670,6049,293,37,7,38,24,,24,2,7,9,27,94,83
WK063204,Wijk 04 Buitengebied Woerden-West,632,Woerden,365,299,24,35,6,38,22,,33,5,1,11,28,93,83
WK063205,Wijk 05 Buitengebied Woerden-Oost,632,Woerden,430,334,31,34,6,37,22,,21,3,1,12,30,91,81
WK063206,Wijk 06 Harmelen,632,Woerden,8185,6250,678,37,7,40,26,,28,5,3,13,32,92,78
WK063207,Wijk 07 Kamerik,632,Woerden,3805,2860,298,36,6,38,23,,27,5,2,11,30,92,81
WK063208,Wijk 08 Zegveld,632,Woerden,2305,1729,110,34,6,35,23,,27,4,2,11,28,93,82
WK063700,Centrum,637,Zoetermeer,20940,17056,2309,52,15,50,39,,48,6,23,20,40,87,68
WK063701,Meerzicht,637,Zoetermeer,15025,11736,1275,50,15,50,38,,39,5,23,19,41,88,69
WK063702,Buytenwegh de Leyens,637,Zoetermeer,19620,15650,1317,46,12,47,33,,33,5,17,16,39,89,72
WK063703,Seghwaert,637,Zoetermeer,16380,12831,628,46,12,46,34,,33,4,16,14,37,89,74
WK063704,Noordhove,637,Zoetermeer,8585,6768,366,42,10,43,29,,25,3,14,13,35,91,77
WK063705,Rokkeveen,637,Zoetermeer,20765,16646,1423,41,9,43,28,,25,4,14,13,35,92,78
WK063706,Oosterheem,637,Zoetermeer,21940,15742,599,44,11,44,31,,23,2,25,13,32,90,78
WK063708,Industriegebied,637,Zoetermeer,510,446,18,46,12,47,32,,30,3,20,13,34,88,76
WK063709,Buitengebied,637,Zoetermeer,320,251,17,35,6,37,22,,16,4,3,8,29,94,84
WK063800,Wijk 00 Zoeterwoude,638,Zoeterwoude,5590,4495,491,38,8,40,26,,28,6,4,15,34,88,78
WK063801,Wijk 01 Hoge Rijndijk,638,Zoeterwoude,2525,2059,171,38,7,40,26,,27,4,7,12,32,92,81
WK064201,Wijk 01 Walburg,642,Zwijndrecht,9470,7761,1784,46,11,46,32,,39,11,9,22,39,86,69
WK064202,Wijk 02 Centrum,642,Zwijndrecht,4730,3753,404,46,11,47,32,,37,6,11,16,35,88,73
WK064203,Wijk 03 Noord,642,Zwijndrecht,6580,5006,445,49,13,49,35,,37,4,26,17,34,87,72
WK064204,Wijk 04 Heer Oudelands Ambacht,642,Zwijndrecht,6385,5057,274,38,7,40,24,,19,3,5,11,30,92,81
WK064205,Wijk 05 Kort Ambacht,642,Zwijndrecht,7155,5525,563,49,13,48,34,,37,6,20,18,35,87,71
WK064206,Wijk 06 Nederhoven,642,Zwijndrecht,6155,4842,586,45,11,46,31,,33,6,12,17,36,88,73
WK064207,Wijk 07 Verspreide bebouwing,642,Zwijndrecht,225,,180,35,6,37,22,,25,3,0,9,26,92,84
WK064208,Wijk 08 Bebouwde kom Heerjansdam,642,Zwijndrecht,3365,2698,330,39,8,41,27,,29,5,3,14,33,90,78
WK064209,Wijk 09 Landelijk gebied Heerjansdam,642,Zwijndrecht,370,310,32,36,6,39,22,,21,5,4,11,29,91,81
WK065401,Baarland,654,Borsele,620,482,52,44,9,48,28,,27,4,0,13,33,90,74
WK065402,Borssele,654,Borsele,1430,980,79,42,10,45,30,,28,4,2,13,30,90,77
WK065403,Driewegen,654,Borsele,565,445,36,43,10,48,29,,25,4,1,12,32,91,77
WK065404,Ellewoutsdijk,654,Borsele,375,312,31,45,12,51,32,,37,6,1,16,36,89,72
WK065405,Heinkenszand,654,Borsele,5480,4342,486,43,10,46,30,,29,6,2,16,32,89,75
WK065406,Hoedekenskerke,654,Borsele,715,552,48,43,10,46,29,,30,4,2,15,32,90,75
WK065407,Kwadendamme,654,Borsele,930,770,76,43,9,47,30,,31,5,4,14,32,90,75
WK065408,Lewedorp,654,Borsele,1695,1351,160,43,9,47,30,,28,6,3,16,33,89,74
WK065409,Nieuwdorp,654,Borsele,1195,899,75,42,10,45,30,,32,5,1,14,32,90,75
WK065410,Nisse,654,Borsele,605,477,40,42,9,47,29,,26,4,1,14,32,90,76
WK065411,Oudelande,654,Borsele,690,532,49,44,9,49,30,,31,3,2,13,33,91,76
WK065412,Ovezande,654,Borsele,1195,957,113,45,11,47,32,,35,6,3,16,33,89,75
WK065413,'s-Gravenpolder,654,Borsele,4600,3311,339,41,9,44,29,,25,4,3,15,30,90,76
WK065414,'s-Heer Abtskerke,654,Borsele,515,402,43,41,9,46,27,,23,3,0,13,32,91,77
WK065415,'s-Heerenhoek,654,Borsele,1970,1551,209,45,11,48,32,,32,6,4,17,33,89,73
WK066401,Wijk 01 Goes,664,Goes,27390,22138,3124,47,12,48,35,,41,7,9,19,36,87,70
WK066402,Wijk 02 Wilhelminadorp,664,Goes,720,559,69,41,8,45,27,,22,4,2,14,32,91,76
WK066403,Wijk 03 Kloetinge,664,Goes,3395,2714,247,42,9,45,29,,25,4,3,15,32,90,76
WK066404,Wijk 04 Kattendijke,664,Goes,565,446,29,42,9,47,28,,22,4,3,13,33,91,76
WK066405,Wijk 05 's-Heer-Arendskerke,664,Goes,1295,1038,131,43,10,46,30,,28,6,3,17,34,88,73
WK066406,Wijk 06 Eindewege,664,Goes,215,176,13,43,8,47,29,,22,6,0,13,31,92,78
WK066407,Wijk 07 's-Heer-Hendrikskinderen,664,Goes,1320,1032,92,40,8,44,27,,21,3,1,12,30,92,78
WK066408,Wijk 08 Wolphaartsdijk,664,Goes,1995,1575,170,43,10,47,31,,33,5,2,16,33,89,74
WK066409,Wijk 09 Oud-Sabbinge,664,Goes,295,226,19,42,9,47,27,,25,2,3,13,31,91,78
WK066801,Wijk 01 Alphen,668,West Maas en Waal,1635,1305,101,39,7,39,27,,26,5,2,15,30,90,79
WK066802,Wijk 02 Altforst,668,West Maas en Waal,545,416,36,35,5,38,23,,20,3,2,14,29,92,81
WK066803,Wijk 03 Appeltern,668,West Maas en Waal,830,677,48,38,7,40,25,,23,5,2,14,31,91,79
WK066804,Wijk 04 Beneden-Leeuwen,668,West Maas en Waal,6260,5120,609,43,8,43,29,,31,7,2,18,34,90,75
WK066805,Wijk 05 Boven-Leeuwen,668,West Maas en Waal,2215,1683,131,39,7,41,27,,24,4,3,16,32,91,78
WK066806,Wijk 06 Dreumel,668,West Maas en Waal,3390,2714,310,42,8,42,27,,29,7,2,17,32,90,77
WK066807,Wijk 07 Maasbommel,668,West Maas en Waal,1340,1096,82,39,8,39,27,,26,4,3,16,31,91,77
WK066808,Wijk 08 Wamel,668,West Maas en Waal,2460,1923,153,41,8,39,28,,28,5,2,15,32,90,77
WK067701,Wijk 01 Hulst,677,Hulst,10720,8819,1323,51,12,51,34,,35,7,3,21,35,88,69
WK067702,Wijk 02 St. Jansteen,677,Hulst,3160,2592,258,50,12,51,33,,31,6,3,19,34,88,71
WK067703,Wijk 03 Clinge,677,Hulst,2360,1941,243,53,14,54,36,,31,6,2,22,38,85,67
WK067704,Wijk 04 Grauw,677,Hulst,960,798,93,50,12,52,32,,31,4,1,18,33,89,71
WK067705,Wijk 05 Heikant,677,Hulst,1125,900,66,48,11,50,31,,23,5,1,16,33,90,73
WK067706,Wijk 06 Nieuw Namen,677,Hulst,1035,822,98,52,13,54,34,,29,5,3,18,32,89,72
WK067707,Wijk 07 Kapellebrug,677,Hulst,330,276,25,50,12,52,32,,26,5,2,16,34,89,71
WK067708,Wijk 08 Kloosterzande,677,Hulst,3325,2720,425,49,11,50,33,,32,9,2,20,35,88,70
WK067709,Wijk 09 Lamswaarde,677,Hulst,915,722,57,48,11,50,31,,29,4,3,16,33,90,72
WK067710,Wijk 10 Ter Hole,677,Hulst,480,390,44,51,12,53,33,,33,4,1,19,35,89,69
WK067711,Wijk 11 Vogelwaarde,677,Hulst,2095,1665,159,49,11,50,32,,25,4,3,18,35,89,70
WK067712,Wijk 12 Hengstdijk,677,Hulst,530,448,31,49,11,51,32,,32,4,3,18,34,90,71
WK067713,Wijk 13 Ossenisse,677,Hulst,310,255,10,48,12,50,31,,32,4,0,16,33,90,71
WK067800,Wijk 00 Kapelle,678,Kapelle,9135,6776,743,42,9,44,29,,24,5,3,16,30,90,77
WK067801,Wijk 01 Wemeldinge,678,Kapelle,3015,2408,254,44,10,46,30,,30,6,3,18,32,90,76
WK067802,Wijk 02 Schore,678,Kapelle,480,369,22,45,10,48,31,,28,3,8,15,32,91,76
WK068700,Middelburg-Centrum,687,Middelburg,6910,5980,786,50,14,48,39,,59,6,5,16,36,88,70
WK068701,Middelburg-Noord,687,Middelburg,12030,9512,1463,45,11,46,32,,36,6,3,16,35,89,73
WK068702,Middelburg-Zuidwest,687,Middelburg,6685,5397,711,50,14,49,38,,45,6,12,18,36,87,69
WK068703,Middelburg-Zuidoost,687,Middelburg,15560,11831,1048,47,12,48,35,,33,5,14,17,35,88,70
WK068704,Nieuw- en Sint Joosland,687,Middelburg,1350,1076,117,43,10,46,30,,28,5,1,14,32,90,75
WK068705,Arnemuiden,687,Middelburg,5330,3883,341,40,9,43,28,,26,4,2,13,30,90,77
WK068900,Wijk 00 Kern Giessenburg,689,Giessenlanden,3215,2439,232,36,6,38,24,,22,5,2,12,29,91,80
WK068901,Wijk 01 Giessenburg-West en -Zuid,689,Giessenlanden,1130,871,84,35,6,37,21,,23,5,1,11,28,91,82
WK068902,Wijk 02 Giessenburg-Oost,689,Giessenlanden,255,188,22,32,5,35,21,,23,5,0,10,27,92,82
WK068903,Wijk 03 Verspreide huizen Giessenburg,689,Giessenlanden,230,171,12,32,5,36,21,,10,1,4,8,22,93,86
WK068904,Wijk 04 Arkel,689,Giessenlanden,3350,2685,293,42,8,43,28,,30,6,3,16,34,88,75
WK068905,Wijk 05 Hoogblokland,689,Giessenlanden,1475,1156,86,38,6,40,23,,22,4,3,12,31,91,79
WK068906,Wijk 06 Hoornaar,689,Giessenlanden,1815,1372,149,37,7,38,24,,25,5,2,13,32,90,78
WK068907,Wijk 07 Noordeloos,689,Giessenlanden,1800,1352,101,36,6,38,23,,24,3,0,11,29,91,80
WK068908,Wijk 08 Schelluinen,689,Giessenlanden,1255,973,76,37,7,39,23,,22,4,3,11,30,91,79
WK070300,Wijk 00 Yerseke,703,Reimerswaal,6830,5077,541,44,10,45,31,,30,5,4,16,30,89,76
WK070301,Wijk 01 Kruiningen,703,Reimerswaal,4300,3114,306,44,10,45,30,,29,5,3,16,30,89,76
WK070302,Wijk 02 Krabbendijke,703,Reimerswaal,4385,3096,399,44,10,45,30,,27,6,4,18,30,89,76
WK070303,Wijk 03 Waarde,703,Reimerswaal,1400,947,77,40,8,43,26,,21,3,0,13,28,91,77
WK070304,Wijk 04 Rilland-Bath,703,Reimerswaal,3090,2406,195,48,12,49,33,,32,4,7,18,32,89,74
WK070305,Wijk 05 Hansweert,703,Reimerswaal,1675,1352,122,49,12,51,35,,38,6,4,19,35,88,72
WK070306,Wijk 06 Oostdijk,703,Reimerswaal,575,384,21,36,7,39,24,,13,2,1,11,24,93,82
WK070701,Wijk 01 Lexmond,707,Zederik,2665,2059,233,38,7,40,26,,28,6,2,14,32,89,77
WK070702,Wijk 02 Ameide,707,Zederik,2920,2309,302,38,7,40,27,,28,8,1,16,33,89,76
WK070703,Wijk 03 Tienhoven,707,Zederik,760,570,43,35,6,38,23,,15,3,2,10,29,92,82
WK070704,Wijk 04 Meerkerk,707,Zederik,3785,2947,259,36,7,39,25,,24,4,2,12,31,90,79
WK070705,Wijk 05 Hei- en Boeicop,707,Zederik,960,749,60,33,6,36,24,,26,4,0,11,28,91,81
WK070706,Wijk 06 Leerbroek,707,Zederik,1590,1097,96,37,6,38,25,,21,4,2,11,27,91,80
WK070707,Wijk 07 Nieuwland,707,Zederik,1025,736,52,37,6,39,24,,25,4,2,11,29,91,79
WK071501,Terneuzen Centrum,715,Terneuzen,2665,2405,409,60,19,56,45,,59,10,7,26,42,83,61
WK071504,Terneuzen West,715,Terneuzen,110,91,11,55,17,54,41,,51,3,6,20,36,84,67
WK071507,Terneuzen Zuid,715,Terneuzen,8465,6746,744,51,12,50,34,,30,6,10,19,35,88,69
WK071510,Terneuzen Noord,715,Terneuzen,10575,8668,1531,54,14,52,38,,41,9,14,23,38,86,65
WK071513,Terneuzen Oost,715,Terneuzen,3325,2438,82,43,8,45,27,,14,2,4,11,28,93,79
WK071516,Buitengebied Terneuzen,715,Terneuzen,40,31,12,51,9,50,32,,25,,,17,30,90,71
WK071519,Kern Axel,715,Terneuzen,7055,5703,789,52,14,52,36,,38,7,6,22,36,86,67
WK071522,Buitengebied Axel,715,Terneuzen,760,587,26,47,10,50,29,,24,3,2,14,33,91,74
WK071525,Kern Biervliet,715,Terneuzen,1260,1018,130,50,12,50,32,,32,6,2,18,36,88,69
WK071528,Buitengebied Biervliet,715,Terneuzen,320,255,24,47,10,49,29,,25,4,1,14,31,91,74
WK071531,Kern Hoek,715,Terneuzen,2390,1904,234,51,12,50,33,,33,7,2,17,34,88,70
WK071534,Buitengebied Hoek,715,Terneuzen,600,493,38,51,11,50,36,,35,5,8,16,30,90,73
WK071537,Kern Koewacht,715,Terneuzen,1875,1554,233,50,12,51,33,,32,9,1,20,35,88,69
WK071540,Buitengebied Koewacht,715,Terneuzen,665,546,54,49,9,52,30,,18,4,1,15,32,92,74
WK071543,Kern Overslag,715,Terneuzen,155,,121,51,13,52,33,,18,3,0,16,33,89,75
WK071546,Buitengebied Overslag,715,Terneuzen,80,,67,46,9,51,28,,21,7,0,17,35,92,75
WK071549,Kern Philippine,715,Terneuzen,1845,1499,150,50,11,51,32,,30,5,2,16,33,90,73
WK071552,Buitengebied Philippine,715,Terneuzen,215,171,13,47,9,51,27,,17,3,2,14,31,91,75
WK071555,Kern Sas van Gent,715,Terneuzen,3565,2889,398,56,16,55,39,,40,8,6,22,37,86,66
WK071558,Buitengebied Sas van Gent,715,Terneuzen,385,316,26,51,12,52,32,,32,5,1,14,34,90,72
WK071561,Kern Sluiskil,715,Terneuzen,2310,1836,177,54,14,53,37,,35,5,8,19,37,87,67
WK071564,Buitengebied Sluiskil,715,Terneuzen,85,,72,47,9,49,29,,16,6,0,15,33,92,73
WK071567,Kern Spui,715,Terneuzen,170,142,11,43,9,47,26,,26,1,1,14,31,92,75
WK071570,Buitengebied Spui,715,Terneuzen,15,,11,47,9,48,31,,,,,17,28,92,76
WK071573,Kern Westdorpe,715,Terneuzen,1905,1541,205,53,13,53,36,,30,6,2,19,37,88,68
WK071576,Buitengebied Westdorpe,715,Terneuzen,25,,26,54,11,57,33,,27,,,18,39,86,69
WK071579,Kern Zaamslag,715,Terneuzen,1915,1529,231,47,11,48,32,,30,7,2,20,35,87,70
WK071582,Buitengebied Zaamslag,715,Terneuzen,900,712,41,45,9,48,28,,22,1,0,14,31,91,74
WK071585,Kern Zuiddorpe,715,Terneuzen,725,590,50,50,13,51,33,,34,6,1,17,34,90,72
WK071588,Buitengebied Zuiddorpe,715,Terneuzen,190,148,18,52,11,53,30,,26,7,1,16,34,91,74
WK071600,Tholen,716,Tholen,7810,5958,626,44,10,45,31,,28,6,4,17,32,89,75
WK071601,Poortvliet,716,Tholen,1645,1268,115,45,10,47,31,,30,5,4,16,32,90,76
WK071602,Scherpenisse,716,Tholen,1780,1273,115,43,10,45,30,,28,4,1,15,30,90,77
WK071603,Sint-Maartensdijk,716,Tholen,3500,2722,303,48,11,48,33,,32,6,5,18,34,88,74
WK071604,Stavenisse,716,Tholen,1730,1266,129,44,10,46,30,,29,5,1,18,31,89,75
WK071605,Sint-Annaland,716,Tholen,3635,2821,314,45,10,46,31,,28,6,1,17,32,89,76
WK071606,Oud-Vossemeer,716,Tholen,2690,2025,153,44,10,46,31,,28,5,3,15,32,90,76
WK071607,Sint Philipsland,716,Tholen,2620,1981,208,44,10,46,30,,28,4,2,14,32,90,76
WK071700,Wijk 00 Veere,717,Veere,1640,1314,234,44,10,48,31,,29,8,3,17,36,88,72
WK071701,Wijk 01 Gapinge,717,Veere,490,416,31,44,9,47,30,,25,3,1,12,32,89,76
WK071702,Wijk 02 Vrouwenpolder,717,Veere,1070,852,116,44,10,47,30,,30,5,1,14,34,89,75
WK071703,Wijk 03 Serooskerke,717,Veere,1800,1404,133,42,9,45,28,,28,4,2,13,31,90,77
