WKC,gem_name,WKN,YEAR,AGE_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN
WK191603,Leidschendam-Voorburg,'t Lien / De Rietvink,2019,45.6820866744794,38291.5630030733,0.0974081458273996,0.204927371119339,4.39288537549407,2844.626978346911,191.34680273827217,119.49129184726596,1470.323952173925,333.006631421063,277.8844927483853
WK191603,Leidschendam-Voorburg,'t Lien / De Rietvink,2020,45.7114103940265,38012.7473516181,0.0854335753951303,0.175708386729318,4.34793286942284,2708.92821588772,186.276864419042,114.943096512806,1430.86535233686,325.859706265374,213.726313124005
WK191603,Leidschendam-Voorburg,'t Lien / De Rietvink,2021,45.773134455028,39108.6639130435,0.081104033970276,0.170276008492569,4.4092455473284,,,,,,
WK191603,Leidschendam-Voorburg,'t Lien / De Rietvink,2022,45.9112207015237,39709.6580355851,0.0812916017561252,0.169664353491007,4.42913385826772,,,,,,
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2009,39.9168710037572,,0.0519198261289544,0.0811398212992031,3.46109399075501,1804.5228069808986,118.65570230488753,70.82922955394186,1068.4172533008468,240.7955154833599,165.50447421458267
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2009,39.9168710037572,,0.0519198261289544,0.0811398212992031,3.46109399075501,1804.5228069808986,118.65570230488753,70.82922955394186,1068.4172533008468,240.7955154833599,165.50447421458267
WK048445,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2009,39.9168710037572,,0.0519198261289544,0.0811398212992031,3.46109399075501,1804.5228069808986,118.65570230488753,70.82922955394186,1068.4172533008468,240.7955154833599,165.50447421458267
WK048471,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2009,39.9168710037572,,0.0519198261289544,0.0811398212992031,3.46109399075501,1804.5228069808986,118.65570230488753,70.82922955394186,1068.4172533008468,240.7955154833599,165.50447421458267
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2010,40.3643874411703,,0.0608865075499269,0.114953726254262,3.50597763208639,1780.249861482707,120.77386233810266,64.82381535879018,1034.4484436692558,244.51208992780832,160.78698052274038
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2010,40.3643874411703,,0.0608865075499269,0.114953726254262,3.50597763208639,1780.249861482707,120.77386233810266,64.82381535879018,1034.4484436692558,244.51208992780832,160.78698052274038
WK048445,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2010,40.3643874411703,,0.0608865075499269,0.114953726254262,3.50597763208639,1780.249861482707,120.77386233810266,64.82381535879018,1034.4484436692558,244.51208992780832,160.78698052274038
WK048471,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2010,40.3643874411703,,0.0608865075499269,0.114953726254262,3.50597763208639,1780.249861482707,120.77386233810266,64.82381535879018,1034.4484436692558,244.51208992780832,160.78698052274038
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2011,40.6418824492652,28854.5301962758,0.0710275811569441,0.138393946790334,3.55776892430279,1950.6447200908638,138.05604616201683,77.91095112411705,1070.8724140660197,239.0188676566207,283.98697096041326
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2011,40.6418824492652,28854.5301962758,0.0710275811569441,0.138393946790334,3.55776892430279,1950.6447200908638,138.05604616201683,77.91095112411705,1070.8724140660197,239.0188676566207,283.98697096041326
WK048445,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2011,40.6418824492652,28854.5301962758,0.0710275811569441,0.138393946790334,3.55776892430279,1950.6447200908638,138.05604616201683,77.91095112411705,1070.8724140660197,239.0188676566207,283.98697096041326
WK048471,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2011,40.6418824492652,28854.5301962758,0.0710275811569441,0.138393946790334,3.55776892430279,1950.6447200908638,138.05604616201683,77.91095112411705,1070.8724140660197,239.0188676566207,283.98697096041326
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2012,40.9744141002833,29879.6023552994,0.0698529411764706,0.142401960784314,3.59846959323399,2032.4607551073548,138.38023206536684,83.40301978384285,1320.1556481731507,225.42075932939105,121.04467699918526
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2012,40.9744141002833,29879.6023552994,0.0698529411764706,0.142401960784314,3.59846959323399,2032.4607551073548,138.38023206536684,83.40301978384285,1320.1556481731507,225.42075932939105,121.04467699918526
WK048445,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2012,40.9744141002833,29879.6023552994,0.0698529411764706,0.142401960784314,3.59846959323399,2032.4607551073548,138.38023206536684,83.40301978384285,1320.1556481731507,225.42075932939105,121.04467699918526
WK048471,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2012,40.9744141002833,29879.6023552994,0.0698529411764706,0.142401960784314,3.59846959323399,2032.4607551073548,138.38023206536684,83.40301978384285,1320.1556481731507,225.42075932939105,121.04467699918526
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2013,41.6956608000172,29248.2117558402,0.069441024378232,0.139374538291061,3.63383735185942,1953.6936449610912,138.06063907118954,82.63009616152596,1119.4279215607658,198.62850034087083,255.33670436659835
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2013,41.6956608000172,29248.2117558402,0.069441024378232,0.139374538291061,3.63383735185942,1953.6936449610912,138.06063907118954,82.63009616152596,1119.4279215607658,198.62850034087083,255.33670436659835
WK048445,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2013,41.6956608000172,29248.2117558402,0.069441024378232,0.139374538291061,3.63383735185942,1953.6936449610912,138.06063907118954,82.63009616152596,1119.4279215607658,198.62850034087083,255.33670436659835
WK048471,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2013,41.6956608000172,29248.2117558402,0.069441024378232,0.139374538291061,3.63383735185942,1953.6936449610912,138.06063907118954,82.63009616152596,1119.4279215607658,198.62850034087083,255.33670436659835
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2014,41.8922301471178,32998.7580524345,0.0819112627986348,0.169429546562652,3.62726176115802,1983.5645175166258,145.22501769483313,87.99488121377367,1256.2400967178899,192.81583925612316,136.68145718483177
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2014,41.8922301471178,32998.7580524345,0.0819112627986348,0.169429546562652,3.62726176115802,1983.5645175166258,145.22501769483313,87.99488121377367,1256.2400967178899,192.81583925612316,136.68145718483177
WK048445,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2014,41.8922301471178,32998.7580524345,0.0819112627986348,0.169429546562652,3.62726176115802,1983.5645175166258,145.22501769483313,87.99488121377367,1256.2400967178899,192.81583925612316,136.68145718483177
WK048471,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2014,41.8922301471178,32998.7580524345,0.0819112627986348,0.169429546562652,3.62726176115802,1983.5645175166258,145.22501769483313,87.99488121377367,1256.2400967178899,192.81583925612316,136.68145718483177
WK048407,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2015,42.4157792096877,30325.9408209519,0.0583312823037165,0.15111986217081,3.6679012345679,1964.4799962017735,141.81497484712312,82.87709593183514,1128.9321196171843,201.57958748653988,107.56386273129144
WK048409,Alphen aan den Rijn,Aarlanderveen en Zwammerdam en Steekterpolder en Rietveld,2015,42.4157792096877,30325.9408209519,0.0583312823037165,0.15111986217081,3.6679012345679,1964.4799962017735,141.81497484712312,82.87709593183514,1128.9321196171843,201.57958748653988,107.56386273129144
